Month,Service_Clean,SKU_Clean,Region_Clean,Total_Cost_USD,Total_Usage,Log_Count
2026-03,Database,RDS-db.m5.large,us-west-2,60068.27914,6625334103.55,83
2026-03,Database,SQLDb-S2,UNKNOWN,25815.99996,396917622.74,17
2026-03,Database,SQLDb-S2,canadacentral,52864.73872,11378288099.47,52
2026-03,Database,SQLDb-S2,centralindia,64524.34382,2398681410.87,60
2026-03,Database,SQLDb-S2,eastus,65716.8835,2567993170.92,73
2026-03,Database,SQLDb-S2,southeastasia,66231.03578,2036668157.25,53
2026-03,Database,SQLDb-S2,westeurope,75296.51284000001,11494930143.3,68
2026-03,Database,UNKNOWN,ap-south-1,500.0244,5182.65,1
2026-03,Database,UNKNOWN,ap-southeast-1,4413.53,173826144.0,1
2026-03,Database,UNKNOWN,asia-south1,96.5324,1610265.13,2
2026-03,Database,UNKNOWN,asia-southeast1,603.0183999999999,37467667.43,2
2026-03,Database,UNKNOWN,canadacentral,524.3724,502971.6,1
2026-03,Database,UNKNOWN,centralindia,3083.2552,165971857.8,2
2026-03,Database,UNKNOWN,eu-west-1,742.58182,177420469.2,3
2026-03,Database,UNKNOWN,europe-west1,4301.18328,225689020.8,3
2026-03,Database,UNKNOWN,us-central1,902.9319,16078.77,1
2026-03,Database,UNKNOWN,us-west-2,442.18,956065.8,1
2026-03,Database,UNKNOWN,us-west1,2830.26,155086632.0,1
2026-03,Database,UNKNOWN,westeurope,1082.3121999999998,177596791.8,2
2026-03,Storage,Blob-Cool,UNKNOWN,542.11,2308.2196,5
2026-03,Storage,Blob-Cool,canadacentral,2793.5009800000003,39508.9519,25
2026-03,Storage,Blob-Cool,centralindia,7299.39436,101638.8381,38
2026-03,Storage,Blob-Cool,eastus,2379.34888,33561.5488,21
2026-03,Storage,Blob-Cool,southeastasia,2139.49338,60595.057100000005,27
2026-03,Storage,Blob-Cool,westeurope,2204.33018,414031.7745,27
2026-03,Storage,Blob-Hot,UNKNOWN,734.6484,15982.9282,8
2026-03,Storage,Blob-Hot,canadacentral,7132.0965400000005,151286.0637,38
2026-03,Storage,Blob-Hot,centralindia,2885.5159,166039.3989,24
2026-03,Storage,Blob-Hot,eastus,17420.88778,263342.32180000003,29
2026-03,Storage,Blob-Hot,southeastasia,3167.53924,34700.063200000004,31
2026-03,Storage,Blob-Hot,westeurope,2711.34714,43905.1914,27
2026-03,Storage,GCS-Nearline,UNKNOWN,136.46419999999998,4544.1402,2
2026-03,Storage,GCS-Nearline,asia-south1,8102.64956,131083.32,40
2026-03,Storage,GCS-Nearline,asia-southeast1,-1331.00782,60458.8694,29
2026-03,Storage,GCS-Nearline,europe-west1,2740.5060200000003,41445.6251,34
2026-03,Storage,GCS-Nearline,us-central1,2740.15034,40932.4187,38
2026-03,Storage,GCS-Nearline,us-west1,997.0709400000001,56525.548800000004,35
2026-03,Storage,GCS-Standard,UNKNOWN,1.52112,3468.71,1
2026-03,Storage,GCS-Standard,asia-south1,5160.2389,97188.994,26
2026-03,Storage,GCS-Standard,asia-southeast1,2206.08104,136101.1669,35
2026-03,Storage,GCS-Standard,europe-west1,1699.31508,166574.70440000002,28
2026-03,Storage,GCS-Standard,us-central1,3024.51406,245874.6405,33
2026-03,Storage,GCS-Standard,us-west1,2561.21618,207137.3785,39
2026-03,Storage,S3-IA,UNKNOWN,-62.04763999999999,84953.9258,14
2026-03,Storage,S3-IA,ap-south-1,2751.66784,45078.9853,41
2026-03,Storage,S3-IA,ap-southeast-1,2865.13792,189336.4338,44
2026-03,Storage,S3-IA,eu-west-1,3954.33716,66056.8697,43
2026-03,Storage,S3-IA,us-east-1,5158.34112,168111.7722,48
2026-03,Storage,S3-IA,us-west-2,12989.61384,82708.21370000001,48
2026-03,Storage,S3-Standard,UNKNOWN,4138.11212,720.867,8
2026-03,Storage,S3-Standard,ap-south-1,2730.02834,110517.0921,43
2026-03,Storage,S3-Standard,ap-southeast-1,2045.84924,120233.61750000001,35
2026-03,Storage,S3-Standard,eu-west-1,6651.74704,76658.1865,54
2026-03,Storage,S3-Standard,us-east-1,2419.6354,220018.18450000003,43
2026-03,Storage,S3-Standard,us-west-2,6051.17846,458021.70070000004,48
2026-03,Storage,UNKNOWN,ap-south-1,93.45374,9514.346300000001,5
2026-03,Storage,UNKNOWN,asia-south1,561.18758,99672.5961,2
2026-03,Storage,UNKNOWN,canadacentral,1.87656,3504.96,1
2026-03,Storage,UNKNOWN,centralindia,34.65,660.83,1
2026-03,Storage,UNKNOWN,eastus,197.9532,1930.44,1
2026-03,Storage,UNKNOWN,eu-west-1,41.70002,3500.21,2
2026-03,Storage,UNKNOWN,europe-west1,1.91952,3.3787,1
2026-03,Storage,UNKNOWN,southeastasia,157.84,2205.2168,2
2026-03,Storage,UNKNOWN,us-central1,41.65,2.8263,1
2026-03,Storage,UNKNOWN,us-east-1,857.3004000000001,7024.6515,3
2026-03,Storage,UNKNOWN,us-west-2,169.73076000000003,4284.3976,3
2026-03,Storage,UNKNOWN,us-west1,8.232840000000001,4976.603499999999,3
2026-03,Storage,UNKNOWN,westeurope,1.49448,2.122,1
2026-04,Compute,VM-Standard_D2s,eastus,9.50388,32862.09,1
