Date,Service_Clean,SKU_Clean,Region_Clean,Total_Cost_USD,Total_Usage,Log_Count
2026-01-16,Compute,EC2-t3.large,ap-southeast-1,1325.0628000000002,89088948.0,1
2026-01-16,Compute,EC2-t3.large,eu-west-1,1276.73,27846.33,1
2026-01-16,Compute,EC2-t3.large,us-east-1,0.84468,8121240.0,1
2026-01-16,Compute,EC2-t3.large,us-west-2,2579.1922,134364888.0,1
2026-01-16,Compute,EC2-t3.medium,ap-south-1,1493.47,2485160.4,1
2026-01-16,Compute,EC2-t3.medium,ap-southeast-1,2.95548,735846.6,1
2026-01-16,Compute,EC2-t3.medium,us-east-1,23.92428,34968.41,1
2026-01-16,Compute,EC2-t3.xlarge,ap-south-1,721.3473,2751045228.0,1
2026-01-16,Compute,EC2-t3.xlarge,us-east-1,2972.56924,1342319.25,2
2026-01-16,Compute,GCE-n1-standard-2,asia-south1,19.30752,66595716.0,1
2026-01-16,Compute,GCE-n1-standard-2,us-central1,36.41088,1977903.0,1
2026-01-16,Compute,GCE-n1-standard-4,asia-south1,0.0,35774460.0,1
2026-01-16,Compute,GCE-n1-standard-4,europe-west1,2209.4381999999996,52277.08,3
2026-01-16,Compute,GCE-n1-standard-4,us-central1,19.96032,66929580.0,1
2026-01-16,Compute,GCE-n1-standard-4,us-west1,103.2264,4224.74,1
2026-01-16,Compute,GCE-n1-standard-8,asia-south1,59.686200000000014,23980.83,3
2026-01-16,Compute,GCE-n1-standard-8,europe-west1,10.61496,67413024.0,1
2026-01-16,Compute,GCE-n1-standard-8,us-central1,3140.65,122703048.0,1
2026-01-16,Compute,GCE-n1-standard-8,us-west1,1000.08592,216229426.26999998,3
2026-01-16,Compute,UNKNOWN,eastus,1564.7472,59235264.0,1
2026-01-16,Compute,UNKNOWN,us-central1,12.63444,115297488.0,1
2026-01-16,Compute,VM-Standard_D2s,canadacentral,7501.2988000000005,89593984.93,3
2026-01-16,Compute,VM-Standard_D2s,centralindia,2569.8168,147966192.0,1
2026-01-16,Compute,VM-Standard_D2s,westeurope,6220.239,134440093.8,2
2026-01-16,Compute,VM-Standard_D4s,canadacentral,4234.885200000001,146929536.0,1
2026-01-16,Compute,VM-Standard_D4s,eastus,795.3012,67253868.0,1
2026-01-16,Compute,VM-Standard_D4s,southeastasia,1697.9436000000003,93397500.0,1
2026-01-16,Compute,VM-Standard_D8s,UNKNOWN,1234.41,34370691.0,1
2026-01-16,Compute,VM-Standard_D8s,canadacentral,2530.5326400000004,6754626.800000001,4
2026-01-16,Compute,VM-Standard_D8s,eastus,4973.7772,2463045.0,1
2026-01-16,Compute,VM-Standard_D8s,westeurope,281.6532,644887.8,1
2026-01-16,Database,CloudSQL-db.standard-2,asia-south1,3959.9161000000004,198680026.16,3
2026-01-16,Database,CloudSQL-db.standard-2,us-central1,4546.836840000001,84611.33,5
2026-01-16,Database,CloudSQL-db.standard-2,us-west1,1705.60252,346519.97,2
2026-01-16,Database,RDS-db.m5.large,ap-south-1,4903.0374,117416145.32,3
2026-01-16,Database,RDS-db.m5.large,ap-southeast-1,257.29008000000005,24444594.0,3
2026-01-16,Database,RDS-db.m5.large,eu-west-1,591.3382799999999,29445695.15,3
2026-01-16,Database,RDS-db.m5.large,us-east-1,7139.28836,259860448.72,7
2026-01-16,Database,RDS-db.m5.large,us-west-2,1452.61,108360239.67999999,3
2026-01-16,Database,SQLDb-S2,canadacentral,3638.4448,61371810.38,2
2026-01-16,Database,SQLDb-S2,centralindia,7.9596,138675697.2,2
2026-01-16,Database,SQLDb-S2,eastus,5198.2991999999995,313436916.0,2
2026-01-16,Database,SQLDb-S2,southeastasia,225.5393,173227788.0,1
2026-01-16,Database,SQLDb-S2,westeurope,174.35,15516000.0,1
2026-01-16,Database,UNKNOWN,asia-south1,729.05,2985653.4,1
2026-01-16,Database,UNKNOWN,eu-west-1,18.48624,197881128.0,2
2026-01-16,Storage,Blob-Cool,UNKNOWN,28.976879999999998,7.0364,2
2026-01-16,Storage,Blob-Cool,centralindia,0.10416,1.1947,1
2026-01-16,Storage,Blob-Cool,eastus,13.100400000000002,1.5225,1
2026-01-16,Storage,Blob-Cool,westeurope,79.05600000000001,3495.86,1
2026-01-16,Storage,Blob-Hot,centralindia,378.26048000000003,4937.6193,2
2026-01-16,Storage,Blob-Hot,eastus,38.8908,4.7277,1
2026-01-16,Storage,Blob-Hot,westeurope,88.63,4502.26,2
2026-01-16,Storage,GCS-Nearline,europe-west1,1.02288,63718.56,2
2026-01-16,Storage,GCS-Standard,asia-south1,1191.0699,10717.5779,5
2026-01-16,Storage,GCS-Standard,europe-west1,88.37388000000001,2102.4934999999996,4
2026-01-16,Storage,S3-IA,UNKNOWN,11.742080000000001,4378.1722,2
2026-01-16,Storage,S3-IA,ap-south-1,161.25124000000002,8.6646,3
2026-01-16,Storage,S3-IA,ap-southeast-1,2.05428,4680.11,1
2026-01-16,Storage,S3-IA,eu-west-1,160.34,1.6028,1
2026-01-16,Storage,S3-IA,us-east-1,171.71752,3.9398999999999997,3
2026-01-16,Storage,S3-IA,us-west-2,20.332700000000003,3317.92,1
2026-01-16,Storage,S3-Standard,UNKNOWN,2.39256,2.0698,1
2026-01-16,Storage,S3-Standard,ap-south-1,147.63,3979.49,1
2026-01-16,Storage,S3-Standard,ap-southeast-1,424.65168,4014.2352,5
2026-01-16,Storage,S3-Standard,us-west-2,0.0714,311.16,1
2026-01-16,Storage,UNKNOWN,ap-southeast-1,372.12,3.8952,1
2026-01-17,Compute,EC2-t3.large,UNKNOWN,1600.94,90410292.0,1
2026-01-17,Compute,EC2-t3.large,ap-south-1,2340.9656,137636604.0,1
2026-01-17,Compute,EC2-t3.large,eu-west-1,676.46,400656.82,1
2026-01-17,Compute,EC2-t3.large,us-east-1,-1224.33608,5004738.0,3
2026-01-17,Compute,EC2-t3.large,us-west-2,2912.47,49366.23,1
2026-01-17,Compute,EC2-t3.medium,UNKNOWN,2176.146,3036.86,1
2026-01-17,Compute,EC2-t3.medium,eu-west-1,262.48,158049828.0,1
2026-01-17,Compute,EC2-t3.medium,us-east-1,0.0,115143408.0,1
2026-01-17,Compute,EC2-t3.xlarge,ap-south-1,5.52,4758480.0,2
2026-01-17,Compute,EC2-t3.xlarge,ap-southeast-1,41.86032,124508911.4,2
2026-01-17,Compute,EC2-t3.xlarge,eu-west-1,307.29968,4716.0,2
2026-01-17,Compute,EC2-t3.xlarge,us-east-1,98.33,217332.0,1
2026-01-17,Compute,EC2-t3.xlarge,us-west-2,3381.24,2985465.6,2
2026-01-17,Compute,GCE-n1-standard-2,asia-south1,15.47244,13012.5,1
2026-01-17,Compute,GCE-n1-standard-2,asia-southeast1,255.35,87149051.4,2
2026-01-17,Compute,GCE-n1-standard-2,europe-west1,3519.6984,698346.92,1
2026-01-17,Compute,GCE-n1-standard-4,asia-south1,1939.4208,3048141.6,2
2026-01-17,Compute,GCE-n1-standard-4,us-central1,17.36832,80994564.0,1
2026-01-17,Compute,GCE-n1-standard-4,us-west1,640.3860000000001,400356.0,1
2026-01-17,Compute,GCE-n1-standard-8,asia-southeast1,634.7052000000001,37584.23,1
2026-01-17,Compute,GCE-n1-standard-8,us-west1,354.5,563488.8,2
2026-01-17,Compute,VM-Standard_D2s,canadacentral,2253.9354000000003,78075638.4,3
2026-01-17,Compute,VM-Standard_D2s,centralindia,9.44808,78424524.0,1
2026-01-17,Compute,VM-Standard_D2s,southeastasia,53.23296,48524.67,1
2026-01-17,Compute,VM-Standard_D4s,canadacentral,2914.17828,41214824.74,2
2026-01-17,Compute,VM-Standard_D4s,centralindia,34.32,526646.4,1
2026-01-17,Compute,VM-Standard_D4s,southeastasia,703.1016000000001,10687.76,1
2026-01-17,Compute,VM-Standard_D4s,westeurope,5.39712,295300.2,1
2026-01-17,Compute,VM-Standard_D8s,UNKNOWN,18.21024,2453939.4,1
2026-01-17,Compute,VM-Standard_D8s,canadacentral,866.4192,44903.23,1
2026-01-17,Compute,VM-Standard_D8s,southeastasia,13.26384,24215.76,2
2026-01-17,Database,CloudSQL-db.standard-2,asia-south1,9991.34056,289862724.42,5
2026-01-17,Database,CloudSQL-db.standard-2,europe-west1,4178.7416,62709.26,2
2026-01-17,Database,CloudSQL-db.standard-2,us-central1,40.83852,139274243.4,2
2026-01-17,Database,CloudSQL-db.standard-2,us-west1,4350.15576,178974621.3,6
2026-01-17,Database,RDS-db.m5.large,UNKNOWN,1519.22,96181812.0,1
2026-01-17,Database,RDS-db.m5.large,eu-west-1,1658.3,39113.6,1
2026-01-17,Database,RDS-db.m5.large,us-east-1,1506.1924400000003,50377641.25,4
2026-01-17,Database,RDS-db.m5.large,us-west-2,0.8208000000000001,798.28,1
2026-01-17,Database,SQLDb-S2,canadacentral,414.69223999999997,111025882.22,2
2026-01-17,Database,SQLDb-S2,centralindia,2587.48,162984384.0,3
2026-01-17,Database,SQLDb-S2,eastus,3760.6875,277852772.06,4
2026-01-17,Database,SQLDb-S2,southeastasia,1742.7420000000002,87587892.0,1
2026-01-17,Database,SQLDb-S2,westeurope,2002.68068,1004717.77,2
2026-01-17,Database,UNKNOWN,eastus,3945.5424,137797596.0,1
2026-01-17,Storage,Blob-Cool,canadacentral,463.77680000000004,3010.4938,3
2026-01-17,Storage,Blob-Cool,centralindia,1.0521600000000002,1241.74,1
2026-01-17,Storage,Blob-Cool,eastus,478.8664800000001,7862.1900000000005,2
2026-01-17,Storage,Blob-Cool,southeastasia,292.32928000000004,3350.2926,3
2026-01-17,Storage,Blob-Hot,canadacentral,6.06,0.0782,1
2026-01-17,Storage,Blob-Hot,centralindia,2.49816,4.5212,1
2026-01-17,Storage,Blob-Hot,eastus,4.4154,3833.9700000000003,2
2026-01-17,Storage,Blob-Hot,westeurope,128.82240000000002,4776.5473999999995,2
2026-01-17,Storage,GCS-Nearline,asia-south1,0.2562,834.6,1
2026-01-17,Storage,GCS-Nearline,asia-southeast1,3.22824,3357.9,1
2026-01-17,Storage,GCS-Standard,us-west1,1.8396,3528.76,1
2026-01-17,Storage,S3-IA,ap-south-1,3.2232000000000003,4759.71,1
2026-01-17,Storage,S3-IA,ap-southeast-1,0.29004,971.87,1
2026-01-17,Storage,S3-IA,eu-west-1,0.1651,9.33,1
2026-01-17,Storage,S3-IA,us-east-1,0.0141599999999999,116.65,1
2026-01-17,Storage,S3-Standard,UNKNOWN,0.32652,505.71,1
2026-01-17,Storage,S3-Standard,ap-south-1,246.1549,4.0305,2
2026-01-17,Storage,S3-Standard,eu-west-1,77.85364,5332.4,2
2026-01-17,Storage,S3-Standard,us-east-1,441.91920000000005,3392.7131999999997,2
2026-01-17,Storage,S3-Standard,us-west-2,4.38816,4.5688,1
2026-01-18,Compute,EC2-t3.large,ap-south-1,1528.9952400000002,3326247.0,2
2026-01-18,Compute,EC2-t3.large,us-east-1,20.04,484.61,1
2026-01-18,Compute,EC2-t3.medium,UNKNOWN,8.0136,538812.0,1
2026-01-18,Compute,EC2-t3.medium,ap-south-1,511.44,938196.0,1
2026-01-18,Compute,EC2-t3.medium,ap-southeast-1,616.2696000000001,8016.17,1
2026-01-18,Compute,EC2-t3.medium,eu-west-1,487.4641,37920.48,1
2026-01-18,Compute,EC2-t3.medium,us-west-2,8.27796,765769.2,2
2026-01-18,Compute,EC2-t3.xlarge,eu-west-1,8206.62,5788197.6,2
2026-01-18,Compute,EC2-t3.xlarge,us-east-1,11.24232,5338884960.0,1
2026-01-18,Compute,EC2-t3.xlarge,us-west-2,13.74456,59954785.24,2
2026-01-18,Compute,GCE-n1-standard-2,asia-southeast1,8.18532,210545352.0,2
2026-01-18,Compute,GCE-n1-standard-2,us-west1,3.80448,13658040.0,1
2026-01-18,Compute,GCE-n1-standard-4,asia-south1,868.5036,83033280.0,1
2026-01-18,Compute,GCE-n1-standard-4,asia-southeast1,7.02048,119675232.0,1
2026-01-18,Compute,GCE-n1-standard-4,europe-west1,4.9005600000000005,74324664.0,1
2026-01-18,Compute,GCE-n1-standard-8,asia-south1,1127.304,49324968.0,1
2026-01-18,Compute,GCE-n1-standard-8,asia-southeast1,4776.986040000002,218472515.43,3
2026-01-18,Compute,GCE-n1-standard-8,europe-west1,658.3512,469534.87,2
2026-01-18,Compute,VM-Standard_D2s,canadacentral,4075.1208,124269828.6,2
2026-01-18,Compute,VM-Standard_D2s,centralindia,2881.0068,820558.0700000001,2
2026-01-18,Compute,VM-Standard_D2s,westeurope,7.21824,40758.09,1
2026-01-18,Compute,VM-Standard_D4s,canadacentral,12.31896,2365497.6,1
2026-01-18,Compute,VM-Standard_D4s,eastus,1915.8324,1446019.9600000002,2
2026-01-18,Compute,VM-Standard_D8s,eastus,109.6956,7238.24,1
2026-01-18,Compute,VM-Standard_D8s,southeastasia,149.32,45702144.0,1
2026-01-18,Compute,VM-Standard_D8s,westeurope,6081.534699999999,19898208.0,1
2026-01-18,Database,CloudSQL-db.standard-2,asia-south1,22.72656,5639252.4,2
2026-01-18,Database,CloudSQL-db.standard-2,asia-southeast1,5494.3945,173422437.48000002,4
2026-01-18,Database,CloudSQL-db.standard-2,europe-west1,4319.770479999999,6324861386.05,3
2026-01-18,Database,CloudSQL-db.standard-2,us-central1,1408.3632000000002,130930668.0,2
2026-01-18,Database,CloudSQL-db.standard-2,us-west1,5.03184,791261460.0,1
2026-01-18,Database,RDS-db.m5.large,ap-south-1,3930.5412,82043570.61,2
2026-01-18,Database,RDS-db.m5.large,ap-southeast-1,3386.47132,356206.15,2
2026-01-18,Database,RDS-db.m5.large,eu-west-1,1683.6774400000002,112220762.67,4
2026-01-18,Database,RDS-db.m5.large,us-east-1,759.04,786453.6,1
2026-01-18,Database,RDS-db.m5.large,us-west-2,488.5324,96991198.26,2
2026-01-18,Database,SQLDb-S2,UNKNOWN,19.82808,178413084.0,2
2026-01-18,Database,SQLDb-S2,canadacentral,5885.1756000000005,299155169.14,3
2026-01-18,Database,SQLDb-S2,centralindia,6849.5136,102539050.2,2
2026-01-18,Database,SQLDb-S2,eastus,75.924,605935656.0,1
2026-01-18,Database,SQLDb-S2,southeastasia,0.7768799999999999,171897.0,1
2026-01-18,Database,SQLDb-S2,westeurope,1349.5632,195208668.0,2
2026-01-18,Database,UNKNOWN,ap-south-1,956.9556,8902.62,1
2026-01-18,Storage,Blob-Cool,canadacentral,19.56,256.74,1
2026-01-18,Storage,Blob-Cool,centralindia,618.03062,10020.92,5
2026-01-18,Storage,Blob-Cool,eastus,48.5013,1.5771,1
2026-01-18,Storage,Blob-Hot,canadacentral,163.32340000000002,123.4778,2
2026-01-18,Storage,Blob-Hot,centralindia,176.1236,64.2362,1
2026-01-18,Storage,Blob-Hot,eastus,45.500400000000006,24233.64,1
2026-01-18,Storage,GCS-Nearline,asia-southeast1,203.4413,4.5072,1
2026-01-18,Storage,GCS-Nearline,us-west1,4.14132,4626.93,1
2026-01-18,Storage,GCS-Standard,asia-southeast1,73.66,4.5178,1
2026-01-18,Storage,GCS-Standard,us-central1,0.8136,2770.34,1
2026-01-18,Storage,GCS-Standard,us-west1,1735.94212,4527.6859,3
2026-01-18,Storage,S3-IA,UNKNOWN,302.67,4017.9735,3
2026-01-18,Storage,S3-IA,ap-south-1,174.0916,32.3861,2
2026-01-18,Storage,S3-IA,ap-southeast-1,276.8652,4181.98,3
2026-01-18,Storage,S3-IA,us-east-1,466.6742,4487.83,1
2026-01-18,Storage,S3-Standard,ap-south-1,4.31784,4.7661,1
2026-01-18,Storage,S3-Standard,ap-southeast-1,224.2747,3901.64,2
2026-01-18,Storage,S3-Standard,eu-west-1,87.01,1136.27,1
2026-01-18,Storage,S3-Standard,us-east-1,48.41,4767.6,1
2026-01-18,Storage,S3-Standard,us-west-2,470.01920000000007,4187.2765,2
2026-01-18,Storage,UNKNOWN,europe-west1,351.8535,4.8342,1
2026-01-19,Compute,EC2-t3.large,UNKNOWN,3383.63,2544852.6,1
2026-01-19,Compute,EC2-t3.large,eu-west-1,3228.3365,172038276.0,2
2026-01-19,Compute,EC2-t3.large,us-east-1,522.9733,731985.6,1
2026-01-19,Compute,EC2-t3.medium,ap-south-1,2147.45,158373360.0,1
2026-01-19,Compute,EC2-t3.medium,ap-southeast-1,723.61,2100619.2,1
2026-01-19,Compute,EC2-t3.medium,eu-west-1,2265.9086,2881233.6,1
2026-01-19,Compute,EC2-t3.medium,us-west-2,1857.3212400000002,161213323.07999998,3
2026-01-19,Compute,EC2-t3.xlarge,UNKNOWN,5.15496,549463.8,1
2026-01-19,Compute,EC2-t3.xlarge,ap-south-1,897.01,2187934.8,1
2026-01-19,Compute,EC2-t3.xlarge,eu-west-1,2917.2081599999997,74466237.6,2
2026-01-19,Compute,EC2-t3.xlarge,us-east-1,1890.38,48269.42,1
2026-01-19,Compute,GCE-n1-standard-2,asia-southeast1,115.95168000000001,424342.82,2
2026-01-19,Compute,GCE-n1-standard-2,europe-west1,1190.8512000000003,15867.46,2
2026-01-19,Compute,GCE-n1-standard-2,us-west1,251.98,1460113.8,1
2026-01-19,Compute,GCE-n1-standard-4,asia-southeast1,9.43392,132246468.0,1
2026-01-19,Compute,GCE-n1-standard-8,asia-south1,20.332079999999998,31404808.09,2
2026-01-19,Compute,GCE-n1-standard-8,asia-southeast1,13.38108,70968024.0,1
2026-01-19,Compute,GCE-n1-standard-8,us-central1,2.18244,21103344.0,1
2026-01-19,Compute,GCE-n1-standard-8,us-west1,3627.99,144430056.0,1
2026-01-19,Compute,VM-Standard_D2s,eastus,188.81063999999998,37486548.6,2
2026-01-19,Compute,VM-Standard_D2s,westeurope,1036.2660799999999,52446936.0,2
2026-01-19,Compute,VM-Standard_D4s,centralindia,1219.3092,1685883.6,1
2026-01-19,Compute,VM-Standard_D4s,eastus,984.2373,2368914.0,1
2026-01-19,Compute,VM-Standard_D4s,westeurope,387.3627,2644396.8,1
2026-01-19,Compute,VM-Standard_D8s,canadacentral,2726.7732,1684686.0,1
2026-01-19,Compute,VM-Standard_D8s,centralindia,968.6798,39492144.0,1
2026-01-19,Compute,VM-Standard_D8s,eastus,293.6412,1156268.4,1
2026-01-19,Database,CloudSQL-db.standard-2,asia-south1,1000.6524,21117.3,1
2026-01-19,Database,CloudSQL-db.standard-2,europe-west1,64.14,69500808.0,1
2026-01-19,Database,CloudSQL-db.standard-2,us-central1,95.54,624200.4,1
2026-01-19,Database,CloudSQL-db.standard-2,us-west1,1569.2035200000003,2416895.2199999997,4
2026-01-19,Database,RDS-db.m5.large,UNKNOWN,14.12184,45662.97,1
2026-01-19,Database,RDS-db.m5.large,ap-south-1,4939.1336,115131977.26,3
2026-01-19,Database,RDS-db.m5.large,ap-southeast-1,79.491,119674004.2,3
2026-01-19,Database,RDS-db.m5.large,eu-west-1,1501.89804,57913825.69,3
2026-01-19,Database,RDS-db.m5.large,us-east-1,765.0353,60334128.0,1
2026-01-19,Database,RDS-db.m5.large,us-west-2,198.74008,279607770.37,4
2026-01-19,Database,SQLDb-S2,canadacentral,12747.6496,4328123760.76,5
2026-01-19,Database,SQLDb-S2,centralindia,4078.6294,991662.72,4
2026-01-19,Database,SQLDb-S2,southeastasia,45.138,38176.64,1
2026-01-19,Database,SQLDb-S2,westeurope,3186.8100000000004,1462910.62,1
2026-01-19,Storage,Blob-Cool,canadacentral,504.5652,5.7367,2
2026-01-19,Storage,Blob-Cool,centralindia,45.27683999999999,122487.7733,3
2026-01-19,Storage,Blob-Cool,eastus,70.6212,2435.31,1
2026-01-19,Storage,Blob-Cool,southeastasia,123.6816,1.5203,1
2026-01-19,Storage,Blob-Cool,westeurope,144.02880000000002,3.6206,1
2026-01-19,Storage,Blob-Hot,canadacentral,24.5484,0.901,1
2026-01-19,Storage,Blob-Hot,eastus,65.18652,1035.2709,2
2026-01-19,Storage,Blob-Hot,westeurope,138.80360000000002,2012.7407999999998,4
2026-01-19,Storage,GCS-Nearline,europe-west1,2.9219999999999997,1825.83,2
2026-01-19,Storage,GCS-Nearline,us-central1,236.1528,2.5222,1
2026-01-19,Storage,GCS-Nearline,us-west1,0.16608,2.8308,1
2026-01-19,Storage,GCS-Standard,asia-south1,1.97184,2575.32,2
2026-01-19,Storage,GCS-Standard,asia-southeast1,116.68588,1901.53,2
2026-01-19,Storage,GCS-Standard,europe-west1,0.6365999999999999,6112.27,2
2026-01-19,Storage,GCS-Standard,us-central1,315.15700000000004,519.2039,2
2026-01-19,Storage,GCS-Standard,us-west1,153.95604,117576.05870000001,2
2026-01-19,Storage,S3-IA,ap-south-1,288.52912,8.975000000000001,2
2026-01-19,Storage,S3-IA,ap-southeast-1,526.31092,7435.6769,4
2026-01-19,Storage,S3-IA,us-east-1,218.8288,2434.85,2
2026-01-19,Storage,S3-Standard,ap-south-1,2.5405200000000003,4.1692,1
2026-01-19,Storage,S3-Standard,ap-southeast-1,225.78,8008.84,2
2026-01-19,Storage,S3-Standard,eu-west-1,231.6988,77.1459,1
2026-01-19,Storage,S3-Standard,us-east-1,70.72,2910.5099999999998,3
2026-01-20,Compute,EC2-t3.large,ap-south-1,19.86936,2027463.7200000002,2
2026-01-20,Compute,EC2-t3.large,ap-southeast-1,93.78788,2354138.4,2
2026-01-20,Compute,EC2-t3.large,eu-west-1,908.0083,91577592.0,2
2026-01-20,Compute,EC2-t3.large,us-west-2,377.94754,16940162.4,3
2026-01-20,Compute,EC2-t3.medium,ap-southeast-1,971.082,42519168.0,1
2026-01-20,Compute,EC2-t3.medium,eu-west-1,19.59876,66449448.0,1
2026-01-20,Compute,EC2-t3.medium,us-east-1,329.946,4933.96,1
2026-01-20,Compute,EC2-t3.medium,us-west-2,1890.04574,66888.78,2
2026-01-20,Compute,EC2-t3.xlarge,UNKNOWN,32.69196,33308.57,1
2026-01-20,Compute,EC2-t3.xlarge,eu-west-1,363.2073,34718.52,1
2026-01-20,Compute,EC2-t3.xlarge,us-west-2,25.55928,27160.43,2
2026-01-20,Compute,GCE-n1-standard-2,asia-south1,1014.8976,41522.56,1
2026-01-20,Compute,GCE-n1-standard-2,asia-southeast1,1151.8264399999998,75964985.46,3
2026-01-20,Compute,GCE-n1-standard-2,europe-west1,34.5492,2870172.0,1
2026-01-20,Compute,GCE-n1-standard-2,us-central1,110.1217,13676364.0,1
2026-01-20,Compute,GCE-n1-standard-4,asia-south1,17.10564,101806848.0,1
2026-01-20,Compute,GCE-n1-standard-4,asia-southeast1,586.3536,22938.06,1
2026-01-20,Compute,GCE-n1-standard-4,us-central1,47.03796,97757927.99,2
2026-01-20,Compute,GCE-n1-standard-4,us-west1,2233.1553000000004,34630.92,1
2026-01-20,Compute,GCE-n1-standard-8,asia-southeast1,0.77268,97137.0,1
2026-01-20,Compute,GCE-n1-standard-8,europe-west1,23.15868,1889348.4,1
2026-01-20,Compute,GCE-n1-standard-8,us-west1,3161.8296,51851735.5,2
2026-01-20,Compute,UNKNOWN,UNKNOWN,39.25944,2444565.6,1
2026-01-20,Compute,UNKNOWN,westeurope,1178.48,23267.88,1
2026-01-20,Compute,VM-Standard_D2s,westeurope,292.842,25877844.0,1
2026-01-20,Compute,VM-Standard_D4s,westeurope,3379.2676,4664821.2,2
2026-01-20,Compute,VM-Standard_D8s,canadacentral,3.7038,29301.68,1
2026-01-20,Compute,VM-Standard_D8s,southeastasia,60.35040000000001,3623.1,1
2026-01-20,Database,CloudSQL-db.standard-2,asia-south1,3805.74328,63447697.8,3
2026-01-20,Database,CloudSQL-db.standard-2,asia-southeast1,925.75,791743.8,1
2026-01-20,Database,CloudSQL-db.standard-2,europe-west1,437.45400000000006,97065360.0,1
2026-01-20,Database,CloudSQL-db.standard-2,us-central1,1676.0952000000002,99907530.56,3
2026-01-20,Database,CloudSQL-db.standard-2,us-west1,33.52884,1086396.5999999999,2
2026-01-20,Database,RDS-db.m5.large,UNKNOWN,0.67608,45742572.0,1
2026-01-20,Database,RDS-db.m5.large,ap-south-1,1448.63408,157505720.37,4
2026-01-20,Database,RDS-db.m5.large,ap-southeast-1,1877.94628,250334167.46,5
2026-01-20,Database,RDS-db.m5.large,eu-west-1,149.48922,2957879.88,3
2026-01-20,Database,RDS-db.m5.large,us-east-1,349.40208,100195.89,3
2026-01-20,Database,RDS-db.m5.large,us-west-2,4895.7128,1243258830.1,3
2026-01-20,Database,SQLDb-S2,UNKNOWN,459.27,285129.0,1
2026-01-20,Database,SQLDb-S2,canadacentral,1266.7581,2522833.2,2
2026-01-20,Database,SQLDb-S2,centralindia,3957.6944,97765601.59,2
2026-01-20,Database,SQLDb-S2,eastus,6530.9856,353284337.59,6
2026-01-20,Database,SQLDb-S2,westeurope,1844.1992,2477594.2199999997,3
2026-01-20,Database,UNKNOWN,us-west1,2405.5596,44565.39,1
2026-01-20,Storage,Blob-Cool,canadacentral,35.03,4.7987,1
2026-01-20,Storage,Blob-Cool,centralindia,2.08872,2201.02,1
2026-01-20,Storage,Blob-Cool,southeastasia,63.12,1372.7,1
2026-01-20,Storage,Blob-Hot,canadacentral,61.77600000000001,1147.89,1
2026-01-20,Storage,Blob-Hot,centralindia,88.98335999999999,188.7992,2
2026-01-20,Storage,Blob-Hot,eastus,24.156799999999997,6447.7997000000005,3
2026-01-20,Storage,Blob-Hot,westeurope,37.0058,9187.58,3
2026-01-20,Storage,GCS-Nearline,asia-southeast1,312.1524,1163.5382,2
2026-01-20,Storage,GCS-Nearline,us-west1,43.2181,3508.89,1
2026-01-20,Storage,GCS-Standard,asia-south1,244.7908,3.9211,3
2026-01-20,Storage,GCS-Standard,asia-southeast1,108.49,1.196,1
2026-01-20,Storage,GCS-Standard,us-central1,71.9928,1664.23,1
2026-01-20,Storage,GCS-Standard,us-west1,302.46494,2511.8441,2
2026-01-20,Storage,S3-IA,UNKNOWN,669.87,9176.84,2
2026-01-20,Storage,S3-IA,eu-west-1,118.01092,1589.1839,2
2026-01-20,Storage,S3-IA,us-east-1,68.53280000000001,4759.1806,6
2026-01-20,Storage,S3-Standard,ap-southeast-1,1.43484,1.9592,1
2026-01-20,Storage,S3-Standard,eu-west-1,-335.28999999999996,4592.91,2
2026-01-20,Storage,S3-Standard,us-west-2,95.26744000000001,22.5738,2
2026-01-21,Compute,EC2-t3.large,UNKNOWN,1855.6605,40510.33,1
2026-01-21,Compute,EC2-t3.large,ap-southeast-1,4770.550359999999,322217064.0,2
2026-01-21,Compute,EC2-t3.large,us-east-1,16.32012,14515.1,1
2026-01-21,Compute,EC2-t3.medium,ap-south-1,14.72784,2456073.26,3
2026-01-21,Compute,EC2-t3.medium,eu-west-1,502.79,164184768.0,1
2026-01-21,Compute,EC2-t3.xlarge,ap-south-1,653.68854,139348583.4,4
2026-01-21,Compute,EC2-t3.xlarge,us-east-1,21.759,28751025.17,2
2026-01-21,Compute,GCE-n1-standard-2,UNKNOWN,18.85,208662.6,1
2026-01-21,Compute,GCE-n1-standard-2,asia-southeast1,5118.03,2899836.38,2
2026-01-21,Compute,GCE-n1-standard-2,us-central1,65.77332,2112218131.88,3
2026-01-21,Compute,GCE-n1-standard-2,us-west1,2103.7423,95065164.0,1
2026-01-21,Compute,GCE-n1-standard-4,asia-south1,3004.91472,55445740.25,3
2026-01-21,Compute,GCE-n1-standard-4,asia-southeast1,21.09036,45127.39,1
2026-01-21,Compute,GCE-n1-standard-4,europe-west1,5.759040000000001,26183.84,1
2026-01-21,Compute,GCE-n1-standard-4,us-central1,33.53964,113189652.0,1
2026-01-21,Compute,GCE-n1-standard-4,us-west1,5.10084,89249004.0,1
2026-01-21,Compute,UNKNOWN,eastus,56.18,474216.0,1
2026-01-21,Compute,VM-Standard_D2s,eastus,1034.3376,10717.18,1
2026-01-21,Compute,VM-Standard_D4s,canadacentral,246.0672,689259672.0,1
2026-01-21,Compute,VM-Standard_D4s,eastus,2047.722,368775756.0,3
2026-01-21,Compute,VM-Standard_D8s,canadacentral,9.731280000000002,35684460.0,1
