Usage_ID,Account_ID,Timestamp,Service,SKU,Usage_Value,Unit,Cost,Currency,FX_Rate,Region,Resource_ID,Tag_Owner,Tag_Env,Charge_Type,Purchase_Type,Department,Project,CPU_Util,Memory_Util,Incident_ID,Ticket_ID,Price_Version,SLA_Event,Log_Skew_Seconds,Account_Clean,Account_In_Master,TS_UTC,TS_Parse_Failed,TS_Garbage_Flag,SKU_Clean,SKU_Unmatched,SKU_Changed,Service_Clean,Unit_Canonical,Usage_Converted,Unit_Dimension_Mismatch,Cost_Clean,Currency_Clean,Is_Negative_Cost,Is_Zero_Cost,Region_Clean,Region_Unresolvable,Is_Duplicate,Duplicate_Keep,Charge_Type_Clean,Charge_Cost_Contradiction,Is_Usage_Anomaly,Anomaly_Z_Score,Tag_Owner_Clean,Tag_Env_Clean,Is_Orphan_Resource,Is_Zombie_Resource,Resource_Cloud_Mismatch,Expected_Price_Version,Price_Version_Mismatch,Price_Version_Clean,FX_Rate_Clean,Cost_USD,FX_Missing,FX_Wrong_Direction,CPU_Clean,Mem_Clean,Is_Idle,Is_Overutilized,Purchase_Type_Clean,Purchase_Type_Mismatch,Dept_Clean,Project_Clean,Is_Unknown_Dept,Is_Unknown_Project,Is_Invalid_Combo,SLA_Event_Clean,SLA_Messy_Flag,SLA_Event_Clean_Str,Log_Skew_Clean,Is_High_Skew
U05772,AWS-ACCT-002,18-03-2026 09:24:00,Compute,EC2_t3.medium,19133.78,mins,773.56,INR,0.012,us-west-2,aws-ec2-082,plat,STG,billable,reserved,finance,epsilon,68.7,18.1,,,v1,FALSE,6.3,AWS-ACCT-002,True,2026-03-18 09:24:00+00:00,False,False,EC2-t3.medium,False,True,Compute,seconds,1148026.8,False,773.56,INR,False,False,us-west-2,False,False,True,Usage,False,False,-0.387,platform,staging,False,False,False,v3,True,v3,0.012,9.28272,False,False,68.7,18.1,False,False,reserved,False,FINANCE,EPSILON,False,False,False,False,True,False,6.3,False
U08660,AZ_ACCT_024,2026-01-16T05:14:00Z,Compute,VM-Standard_D2s,49379.43,min,3817.58,EUR,1.08,westeurope,az-vm-185,backend,stage,BILLABLE,OnDemand,MARKETING,DELTA,45.5,78.1,,T-045,v1,YES,7.8,AZ-ACCT-024,True,2026-01-16 05:14:00+00:00,False,False,VM-Standard_D2s,False,False,Compute,seconds,2962765.8,False,3817.58,EUR,False,False,westeurope,False,False,True,Usage,False,False,1.133,backend,staging,False,False,False,v1,False,v1,1.08,4122.9864,False,False,45.5,78.1,False,False,on-demand,True,MARKETING,DELTA,False,False,True,True,True,True,7.8,False
U08613,AWS-ACCT-008,2026-01-12T23:25:00-08:00,Storage,S3-Standard,1227.18,GB,107.78,INR,0.012,us-east-1,aws-ec2-036,backend,staging,TRUE,OnDemand,Security,DELTA,,,,,v1,no,61.6,AWS-ACCT-008,True,2026-01-13 07:25:00+00:00,False,False,S3-Standard,False,False,Storage,GB,1227.18,False,107.78,INR,False,False,us-east-1,False,False,True,Usage,False,False,-0.793,backend,staging,False,False,False,v1,False,v1,0.012,1.29336,False,False,,,False,False,on-demand,True,SECURITY,DELTA,False,False,False,False,True,False,61.6,True
U08456,GCP-ACCT-037,2026/03/16 09:13,Compute,GCE-n1-standard-2,27902.35,hour,£928.79,Pound,1.27,asia-southeast1,gcp-inst-223,FE,prd,FREE_TIER,On Demand,FINANCE,Epsilon,40.3,55.3,,T-074,v3,no,110.1,GCP-ACCT-037,True,2026-03-16 09:13:00+00:00,False,False,GCE-n1-standard-2,False,False,Compute,seconds,100448460.0,False,928.79,GBP,False,False,asia-southeast1,False,False,True,Free_Tier,True,False,0.111,frontend,production,False,False,False,v3,False,v3,1.27,1179.5633,False,False,40.3,55.3,False,False,on-demand,True,FINANCE,EPSILON,False,False,False,False,True,False,110.1,True
U03872,az-acct-031,2026-02-28T13:57:00+00:00,storage,Blob-Hot,4739.21,mb,"₹3,262.46",pound,,SOUTHEASTASIA,az-vm-159,Platform,staging,FREE_TIER,spot,operations,Delta,,,,T-121,v2,0,-48.8,AZ-ACCT-031,True,2026-02-28 13:57:00+00:00,False,False,Blob-Hot,False,False,Storage,GB,4.6281,False,3262.46,GBP,False,False,southeastasia,False,False,True,Free_Tier,True,False,0.973,platform,staging,False,False,False,v2,False,v2,1.27,4143.3242,True,False,,,False,False,spot,False,OPERATIONS,DELTA,False,False,False,False,True,False,-48.8,False
U09298,AZ-ACCT-028,garbage_ts,STORAGE,Blob-Hot,141.85,mb,9.40,Euro,1.08,centralindia,az-vm-125,backend,production,CREDIT,On Demand,Hr,gamma,,,,,v1,False,-10.7,AZ-ACCT-028,True,,True,False,Blob-Hot,False,False,Storage,GB,0.1385,False,9.4,EUR,False,False,centralindia,False,True,True,Credit,False,False,-1.241,backend,production,False,False,False,,True,v1,1.08,10.152000000000001,False,False,,,False,False,on-demand,True,HR,GAMMA,False,False,False,False,False,False,-10.7,False
U03979,AZ-ACCT-033,2026-0218 07:10,COMPUTE,VM-Standard_D4s,23222.13,sec,647.75,euro,1.08,centralindia,az-vm-204,data,Dev,TRUE,ON-DEMAND,DEVOPS,gamma,18.1,11.9,,,v2,TRUE,-119.1,AZ-ACCT-033,True,2026-02-18 07:10:00+00:00,False,False,VM-Standard_D4s,False,False,Compute,seconds,23222.13,False,647.75,EUR,False,False,centralindia,False,False,True,Usage,False,False,-0.207,data,development,False,False,False,v2,False,v2,1.08,699.57,False,False,18.1,11.9,False,False,on-demand,True,DEVOPS,GAMMA,False,False,False,True,True,True,-119.1,True
U01766,AWS-ACCT-015,2026/03/08 21:31,database,RDS-db.m5.large,39004.19,seconds,475.82,Inr,0.012,US-EAST-1,aws-ec2-005,devops,production,credit,RESERVED,finance,EPSILON,38.0,71.6,,,V3,0,-102.0,AWS-ACCT-015,True,2026-03-08 21:31:00+00:00,False,False,RDS-db.m5.large,False,False,Database,seconds,39004.19,False,475.82,INR,False,False,us-east-1,False,False,True,Credit,False,False,0.721,devops,production,False,False,False,v3,True,v3,0.012,5.70984,False,False,38.0,71.6,False,False,reserved,True,FINANCE,EPSILON,False,False,False,False,True,False,-102.0,True
U07602,AWS-ACCT-004,2026-03-05T03:47:00+05:30,Storage,S3-Standard,4415.41,mb,$192.09,dollar,1.0,us-west-2,aws-ec2-082,devops,development,Billable,spot,MARKETING,GAMMA,,,,T-034,v2,FALSE,60.0,AWS-ACCT-004,True,2026-03-04 22:17:00+00:00,False,False,S3-Standard,False,False,Storage,GB,4.3119,False,192.09,USD,False,False,us-west-2,False,True,True,Usage,False,False,0.89,devops,development,False,False,False,v3,True,v3,1.0,192.09,False,False,,,False,False,spot,False,MARKETING,GAMMA,False,False,False,False,True,False,60.0,False
U07595,AWS-ACCT-003,2026-01-23 12:41:00,Storage,S3-IA,4088.12,gb,€110.93,eur,1.08,us-east-1,aws-ec2-077,frontend,development,True,on_demand,SECURITY,BETA,,,,,version1,No,-80.1,AWS-ACCT-003,True,2026-01-23 12:41:00+00:00,False,False,S3-IA,False,False,Storage,GB,4088.12,False,110.93,EUR,False,False,us-east-1,False,False,True,Usage,False,False,0.761,frontend,development,False,False,False,v1,True,v1,1.08,119.80440000000002,False,False,,,False,False,on-demand,True,SECURITY,BETA,False,False,False,False,True,False,-80.1,True
U04927,GCP-ACCT-036,2026-02-23T13:40:00Z,storage,GCS-Nearline,4391.82,mb,91.75,Indian Rupee,0.012,us-central1,gcp-inst-287,data,development,REFUND,ON-DEMAND,marketing,gamma,,,INC-077,T-171,v2,no,25.6,GCP-ACCT-036,True,2026-02-23 13:40:00+00:00,False,False,GCS-Nearline,False,False,Storage,GB,4.2889,False,91.75,INR,False,False,us-central1,False,False,True,Refund,False,False,1.013,data,development,False,False,False,v2,False,v2,0.012,1.101,False,False,,,False,False,on-demand,True,MARKETING,GAMMA,False,False,False,False,True,False,25.6,False
U00108,AWS-ACCT-011,27-03-2026 08:26:00,database,RDS-db.m5.large,8176.89,hrs,353.39,inr,0.012,ap-south-1,aws-ec2-043,Security,staging,True,spot,ENGINEERING,Alpha,30.9,54.2,,,v3,NO,-46.4,AWS-ACCT-011,True,2026-03-27 08:26:00+00:00,False,False,RDS-db.m5.large,False,False,Database,seconds,29436804.0,False,353.39,INR,False,False,ap-south-1,False,False,True,Usage,False,False,-0.898,security,staging,False,False,False,v3,False,v3,0.012,4.24068,False,False,30.9,54.2,False,False,spot,False,ENGINEERING,ALPHA,False,False,False,False,True,False,-46.4,False
U04499,GCP-ACCT-046,2026-01-10T06:16:00Z,compute,GCE-n1-standard-8,22713.32,min,734.61,Us Dollar,1.0,asia-southeast1,gcp-inst-218,backend,dev,Credit,on-demand,operations,Delta,51.0,7.2,INC-084,,v1,1,99.5,GCP-ACCT-046,True,2026-01-10 06:16:00+00:00,False,False,GCE-n1-standard-8,False,False,Compute,seconds,1362799.2,False,734.61,USD,False,False,asia-southeast1,False,False,True,Credit,False,False,-0.127,backend,development,False,False,False,v1,False,v1,1.0,734.61,False,False,51.0,7.2,False,False,on-demand,False,OPERATIONS,DELTA,False,False,False,True,True,True,99.5,True
U06548,AWS-ACCT-015,2026-02-11T15:30:00+05:30,Database,RDS-db.m5.large,30945.87,second,"1,274.74",Indian Rupee,0.012,eu-west-1,aws-ec2-073,DevOps,development,BILLABLE,Reserved,engineering,PHOENIX,81.6,88.0,,,v2,no,-117.3,AWS-ACCT-015,True,2026-02-11 10:00:00+00:00,False,False,RDS-db.m5.large,False,False,Database,seconds,30945.87,False,1274.74,INR,False,False,eu-west-1,False,False,True,Usage,False,False,0.298,devops,development,False,False,False,v2,False,v2,0.012,15.29688,False,False,81.6,88.0,False,True,reserved,True,ENGINEERING,PHOENIX,False,False,False,False,True,False,-117.3,True
U08170,AZ-ACCT-028,2026-01-02T23:10:00+05:30,COMPUTE,VM-Standard_D4s,21974.33,second,1753.83,EUR,1.08,westeurope,az-vm-164,data,staging,FREE_TIER,SPOT,LEGAL,GAMMA,26.9,43.6,,,v1,no,-21.2,AZ-ACCT-028,True,2026-01-02 17:40:00+00:00,False,False,VM-Standard_D4s,False,False,Compute,seconds,21974.33,False,1753.83,EUR,False,False,westeurope,False,False,True,Free_Tier,True,False,-0.269,data,staging,False,False,False,v1,False,v1,1.08,1894.1364,False,False,26.9,43.6,False,False,spot,True,LEGAL,GAMMA,False,False,True,False,True,False,-21.2,False
U05657,ACCT-002,2026-03-19T12:36:00-08:00,storage,S3-IA,1230.68,MB,51.04,Inr,0.012,EU-WEST-1,gcp-inst-197,platform,production,CREDIT,on-demand,Engineering,Beta,,,INC-092,T-132,version3,false,-24.5,AWS-ACCT-002,True,2026-03-19 20:36:00+00:00,False,False,S3-IA,False,False,Storage,GB,1.2018,False,51.04,INR,False,False,eu-west-1,False,False,True,Credit,False,False,-0.783,platform,production,True,False,True,v3,True,v3,0.012,0.61248,False,False,,,False,False,on-demand,False,ENGINEERING,BETA,False,False,False,False,True,False,-24.5,False
U06674,gcp-acct-042,2026/01/20 10:33,Storage,GCS-Standard,1664.23,gigabytes,66.66,eur,1.08,us-central1,gcp-inst-206,devops,dev,True,RESERVED,devops,BETA,,,,,v1,1,-63.2,GCP-ACCT-042,True,2026-01-20 10:33:00+00:00,False,False,GCS-Standard,False,False,Storage,GB,1664.23,False,66.66,EUR,False,False,us-central1,False,False,True,Usage,False,False,-0.542,devops,development,False,False,False,v1,False,v1,1.08,71.9928,False,False,,,False,False,reserved,True,DEVOPS,BETA,False,False,False,True,True,True,-63.2,True
U09781,AWS-ACCT-003,2026-01-31T20:28:00Z,database,rds-db.m5.large,45817.18,mins,2097.71,EUR,1.08,us west 2,gcp-inst-053,data,development,billable,OnDemand,SECURITY,DELTA,10.6,56.5,,,v1,No,-48.5,AWS-ACCT-003,True,2026-01-31 20:28:00+00:00,False,False,RDS-db.m5.large,False,True,Database,seconds,2749030.8,False,2097.71,EUR,False,False,us-west-2,False,False,True,Usage,False,False,1.078,data,development,True,False,True,v1,False,v1,1.08,2265.5268,False,False,10.6,56.5,False,False,on-demand,True,SECURITY,DELTA,False,False,False,False,True,False,-48.5,False
U08690,AWS_ACCT_017,2026-03-24T05:53:00+00:00,Storage,S3-Standard,1820.71,Gb,17.75,pound,1.27,us-east-1,aws-ec2-103,Security,staging,refund,reserved,Operations,Alpha,,,,T-073,v3,no,-93.6,AWS-ACCT-017,True,2026-03-24 05:53:00+00:00,False,False,S3-Standard,False,False,Storage,GB,1820.71,False,17.75,GBP,False,False,us-east-1,False,False,True,Refund,False,False,-0.48,security,staging,False,False,False,v3,False,v3,1.27,22.5425,False,False,,,False,False,reserved,False,OPERATIONS,ALPHA,False,False,False,False,True,False,-93.6,True
U01634,GCP-ACCT-039,2026-0126 17:18,STORAGE,GCS-STANDARD,762.78,gigabytes,58.92,pound,1.27,europe west1,gcp-inst-257,devops,staging,billable,OnDemand,UNKNOWN_DEPT,OMEGA,,,,,v1,NO,-33.0,GCP-ACCT-039,True,2026-01-26 17:18:00+00:00,False,False,GCS-Standard,False,True,Storage,GB,762.78,False,58.92,GBP,False,False,europe-west1,False,False,True,Usage,False,False,-0.992,devops,staging,False,False,False,v1,False,v1,1.27,74.8284,False,False,,,False,False,on-demand,True,UNKNOWN_DEPT,OMEGA,True,False,False,False,True,False,-33.0,False
U04873,AWS-ACCT-019,2026-02-05T16:02:00+00:00,compute,EC2-t3_large,13868.44,mins,1313.46,pound,1.27,ap south 1,aws-ec2-035,platform,develop,refund,ON-DEMAND,LEGAL,nova,12.2,20.4,,T-003,V2,0,,AWS-ACCT-019,True,2026-02-05 16:02:00+00:00,False,False,EC2-t3.large,False,True,Compute,seconds,832106.4,False,1313.46,GBP,False,False,ap-south-1,False,False,True,Refund,False,False,-0.559,platform,development,False,False,False,v2,True,v2,1.27,1668.0942,False,False,12.2,20.4,False,False,on-demand,True,LEGAL,NOVA,False,False,False,False,True,False,0.0,False
U06617,AZ-ACCT-026,,compute,VM-Standard_D4s,16986.59,hours,994.83,dollar,1.0,canadacentral,az-vm-191,platform,development,true,on_demand,devops,ALPHA,26.8,14.4,,,v3,No,-72.1,AZ-ACCT-026,True,,False,False,VM-Standard_D4s,False,False,Compute,seconds,61151724.0,False,994.83,USD,False,False,canadacentral,False,False,True,Usage,False,False,-0.516,platform,development,False,False,False,,True,v3,1.0,994.83,False,False,26.8,14.4,False,False,on-demand,True,DEVOPS,ALPHA,False,False,False,False,True,False,-72.1,True
U02970,AZ-ACCT-034,2026/02/22 00:28,Database,SQLDb_S2,3222.4,hour,312.73,Euro,1.08,southeastasia,az-vm-155,data,production,BILLABLE,OnDemand,Data_Science,Phoenix,33.0,80.9,,,v2,TRUE,27.2,AZ-ACCT-034,True,2026-02-22 00:28:00+00:00,False,False,SQLDb-S2,False,True,Database,seconds,11600640.0,False,312.73,EUR,False,False,southeastasia,False,True,True,Usage,False,False,-1.126,data,production,False,False,False,v2,False,v2,1.08,337.74840000000006,False,False,33.0,80.9,False,True,on-demand,True,DATA_SCIENCE,PHOENIX,False,False,False,True,True,True,27.2,False
U03997,AZ-ACCT-030,2026-01-01T05:02:00Z,Database,SQLDb-S2,24163.95,mins,699.79,Inr,0.012,westeurope,az-vm-160,devops,production,billable,RI,operations,delta,61.3,76.8,,T-185,v1,0,-11.8,AZ-ACCT-030,True,2026-01-01 05:02:00+00:00,False,False,SQLDb-S2,False,False,Database,seconds,1449837.0,False,699.79,INR,False,False,westeurope,False,False,True,Usage,False,False,-0.094,devops,production,False,False,False,v1,False,v1,0.012,8.39748,False,False,61.3,76.8,False,False,reserved,True,OPERATIONS,DELTA,False,False,False,False,True,False,-11.8,False
U05693,AZ-ACCT-033,1970-01-01T00:00:00Z,compute,VM-Standard_D8s,44272.02,hr,3530.07,Euro,1.08,EASTUS,az-vm-160,backend,Dev,BILLABLE,On Demand,devops,ALPHA,48.2,22.0,INC-010,,v3,no,119.4,AZ-ACCT-033,True,,False,True,VM-Standard_D8s,False,False,Compute,seconds,159379272.0,False,3530.07,EUR,False,False,eastus,False,False,True,Usage,False,False,0.834,backend,development,False,False,False,,True,v3,1.08,3812.4756,False,False,48.2,22.0,False,False,on-demand,True,DEVOPS,ALPHA,False,False,False,False,True,False,119.4,True
U00190,AZ-ACCT-024,2026-02-20T09:54:00-08:00,database,SQLDb_S2,22389.55,sec,272.51,EUR,1.08,westeurope,az-vm-151,platform,production,true,Spot,security,Beta,13.7,36.8,,,ver-2,YES,10.0,AZ-ACCT-024,True,2026-02-20 17:54:00+00:00,False,False,SQLDb-S2,False,True,Database,seconds,22389.55,False,272.51,EUR,False,False,westeurope,False,False,True,Usage,False,False,-0.181,platform,production,False,False,False,v2,True,v2,1.08,294.31080000000003,False,False,13.7,36.8,False,False,spot,True,SECURITY,BETA,False,False,False,True,True,True,10.0,False
U03131,GCP-ACCT-036,2026-03-11T10:52:00-05:00,Storage,GCS-Nearline,3386.55,gigabytes,282.77,Indian Rupee,0.012,asia south1,gcp-inst-225,platform,development,CREDIT,SPOT,Marketing,OMEGA,,,,T-114,,yes,-84.9,GCP-ACCT-036,True,2026-03-11 15:52:00+00:00,False,False,GCS-Nearline,False,False,Storage,GB,3386.55,False,282.77,INR,False,False,asia-south1,False,False,True,Credit,False,False,0.455,platform,development,False,False,False,v3,True,v3,0.012,3.39324,False,False,,,False,False,spot,True,MARKETING,OMEGA,False,False,False,True,True,True,-84.9,True
U09881,GCP-ACCT-044,2026-03-06T13:12:00+00:00,DATABASE,CloudSQL-db.standard-2,8092.93,mins,319.72,inr,0.012,europe west1,gcp-inst-226,back-end,staging,REFUND,Reserved,hr,Delta,29.4,19.9,,,v3,TRUE,-109.1,GCP-ACCT-044,True,2026-03-06 13:12:00+00:00,False,False,CloudSQL-db.standard-2,False,False,Database,seconds,485575.8,False,319.72,INR,False,False,europe-west1,False,False,True,Refund,False,False,-0.877,backend,staging,False,False,False,v3,False,v3,0.012,3.8366400000000005,False,False,29.4,19.9,False,False,reserved,True,HR,DELTA,False,False,False,True,True,True,-109.1,True
U07946,AZ-ACCT-025,2026-01-22T11:36:00+00:00,STORAGE,Blob-Hot,2940.11,mb,€173.95,eur,1.08,centralindia,az-vm-171,devops,Dev,Billable,on-demand,DEVOPS,EPSILON,,,INC-009,,v1,no,119.4,AZ-ACCT-025,True,2026-01-22 11:36:00+00:00,False,False,Blob-Hot,False,False,Storage,GB,2.8712,False,173.95,EUR,False,False,centralindia,False,False,True,Usage,False,False,0.106,devops,development,False,False,False,v1,False,v1,1.08,187.866,False,False,,,False,False,on-demand,False,DEVOPS,EPSILON,False,False,True,False,True,False,119.4,True
U05731,GCP-ACCT-042,2026-01-10T11:52:00Z,Database,CloudSQL-db.standard-2,5325.11,secs,520.81,EUR,1.08,asia-southeast1,gcp-inst-261,platform,Staging,billable,on-demand,product,Omega,29.7,36.1,,T-141,v1,false,119.6,GCP-ACCT-042,True,2026-01-10 11:52:00+00:00,False,False,CloudSQL-db.standard-2,False,False,Database,seconds,5325.11,False,520.81,EUR,False,False,asia-southeast1,False,False,True,Usage,False,False,-1.018,platform,staging,False,False,False,v1,False,v1,1.08,562.4748,False,False,29.7,36.1,False,False,on-demand,False,PRODUCT,OMEGA,False,False,False,False,True,False,119.6,True
U02211,AWS-ACCT-017,09-01-2026 11:23:00,storage,s3-ia,4945.76,megabytes,£189.97,Pound,1.27,us-east-1,aws-ec2-007,frontend,development,Free Tier,Reserved,DEVOPS,DELTA,,,INC-032,,v1,False,8.2,AWS-ACCT-017,True,2026-01-09 11:23:00+00:00,False,False,S3-IA,False,True,Storage,GB,4.8298,False,189.97,GBP,False,False,us-east-1,False,False,True,Free_Tier,True,False,1.224,frontend,development,False,False,False,v1,False,v1,1.27,241.2619,False,False,,,False,False,reserved,True,DEVOPS,DELTA,False,False,True,False,False,False,8.2,False
U01536,AZ--ACCT-025,2026-03-22T03:31:00+05:30,compute,VM-Standard_D2s,27175.04,sec,1598.70,Euro,1.08,centralindia,az-vm-141,platform,DEV,Credit,ON-DEMAND,marketing,Omega,15.1,0.7,,T-030,v3,True,0.8,AZ-ACCT-025,True,2026-03-21 22:01:00+00:00,False,False,VM-Standard_D2s,False,False,Compute,seconds,27175.04,False,1598.7,EUR,False,False,centralindia,False,False,True,Credit,False,False,-0.026,platform,development,False,False,False,v3,False,v3,1.08,1726.5960000000002,False,False,15.1,0.7,False,False,on-demand,True,MARKETING,OMEGA,False,False,False,True,False,True,0.8,False
U05899,GCP-ACCT-039,2026-02-09T01:38:00+00:00,database,CloudSQL-db.standard-2,38053.76,secs,1321.76,Pound,1.27,us-west1,gcp-inst-273,backend,staging,Free Tier,on-demand,HR,NOVA,29.1,27.0,,,v2,False,112.4,GCP-ACCT-039,True,2026-02-09 01:38:00+00:00,False,False,CloudSQL-db.standard-2,False,False,Database,seconds,38053.76,False,1321.76,GBP,False,False,us-west1,False,False,True,Free_Tier,True,False,0.65,backend,staging,False,False,False,v2,False,v2,1.27,1678.6352,False,False,29.1,27.0,False,False,on-demand,False,HR,NOVA,False,False,True,False,False,False,112.4,True
U08222,AZ-ACCT-032,2026/01/09 18:45,DATABASE,SQLDb-S2,36863.34,hr,2181.63,Indian Rupee,0.012,southeastasia,az-vm-127,backend,staging,Billable,on_demand,product,EPSILON,93.3,30.9,,,v1,0,-104.4,AZ-ACCT-032,True,2026-01-09 18:45:00+00:00,False,False,SQLDb-S2,False,False,Database,seconds,132708024.0,False,2181.63,INR,False,False,southeastasia,False,False,True,Usage,False,False,0.532,backend,staging,False,False,False,v1,False,v1,0.012,26.179560000000002,False,False,93.3,30.9,False,True,on-demand,True,PRODUCT,EPSILON,False,False,False,False,True,False,-104.4,True
U08332,AWS-ACCT-012,2026-02-08T05:52:00+05:30,compute,EC2-T3.XLARGE,26078.73,hr,1368.03,Indian Rupee,,AP-SOUTHEAST-1,aws-ec2-075,SECURITY,production,TRUE,On Demand,Security,Beta,9.1,9.8,,,v2,false,-35.7,AWS-ACCT-012,True,2026-02-08 00:22:00+00:00,False,False,EC2-t3.xlarge,False,True,Compute,seconds,93883428.0,False,1368.03,INR,False,False,ap-southeast-1,False,False,True,Usage,False,False,-0.107,security,production,False,False,False,v2,False,v2,0.012,16.41636,True,False,9.1,9.8,True,False,on-demand,True,SECURITY,BETA,False,False,False,False,True,False,-35.7,False
U06230,AWS-ACCT-018,2026/01/23 16:13,database,RDS-db.m5.large,10403.71,second,$739.80,USD,1.0,ap-southeast-1,aws-ec2-036,devops,Dev,free,on_demand,product,omega,4.9,35.9,,,v1,False,-106.9,AWS-ACCT-018,True,2026-01-23 16:13:00+00:00,False,False,RDS-db.m5.large,False,False,Database,seconds,10403.71,False,739.8,USD,False,False,ap-southeast-1,False,False,True,Free_Tier,True,False,-0.781,devops,development,False,False,False,v1,False,v1,1.0,739.8,False,False,4.9,35.9,False,False,on-demand,True,PRODUCT,OMEGA,False,False,False,False,False,False,-106.9,True
U01933,GCP-ACCT-050,2026-02-06T13:35:00Z,database,CloudSQL-db.standard-2,16948.03,hour,"1,235.80",inr,0.012,asia-southeast1,gcp-inst-213,platform,development,BILLABLE,SPOT,PRODUCT,Omega,25.2,10.9,,T-066,v2,False,-74.1,GCP-ACCT-050,True,2026-02-06 13:35:00+00:00,False,False,CloudSQL-db.standard-2,False,False,Database,seconds,61012908.0,False,1235.8,INR,False,False,asia-southeast1,False,False,True,Usage,False,False,-0.426,platform,development,False,False,False,v2,False,v2,0.012,14.8296,False,False,25.2,10.9,False,False,spot,True,PRODUCT,OMEGA,False,False,False,False,False,False,-74.1,True
U06503,AZ-ACCT-034,2026-03-23T09:25:00Z,COMPUTE,VM-STANDARD_D8S,41025.38,min,3666.51,EUR,1.08,westeurope,az-vm-148,DATA,staging,Credit,on_demand,finance,delta,68.3,68.1,,,v3,No,100.9,AZ-ACCT-034,True,2026-03-23 09:25:00+00:00,False,False,VM-Standard_D8s,False,True,Compute,seconds,2461522.8,False,3666.51,EUR,False,False,westeurope,False,False,True,Credit,False,False,0.674,data,staging,False,False,False,v3,False,v3,1.08,3959.8308000000006,False,False,68.3,68.1,False,False,on-demand,True,FINANCE,DELTA,False,False,False,False,True,False,100.9,True
U09103,AZ-ACCT-027,2026-0121 19:42,DATABASE,SQLDb-S2,19586.83,hrs,$73.54,usd,1.0,centralindia,az-vm-187,data,staging,Free Tier,RI,data_science,Nova,86.2,58.2,,T-055,v1,FALSE,-90.3,AZ-ACCT-027,True,2026-01-21 19:42:00+00:00,False,False,SQLDb-S2,False,False,Database,seconds,70512588.0,False,73.54,USD,False,False,centralindia,False,False,True,Free_Tier,True,False,-0.32,data,staging,False,False,False,v1,False,v1,1.0,73.54,False,False,86.2,58.2,False,True,reserved,True,DATA_SCIENCE,NOVA,False,False,False,False,True,False,-90.3,True
U05639,az-acct-023,2026-03-20T10:30:00Z,DATABASE,SQLDb-S2,34856.85,sec,332.25,gbp,1.27,EASTUS,az-vm-147,security,stg,true,reserved,Marketing,OMEGA,88.7,12.0,,T-031,v3,NO,-62.8,AZ-ACCT-023,True,2026-03-20 10:30:00+00:00,False,False,SQLDb-S2,False,False,Database,seconds,34856.85,False,332.25,GBP,False,False,eastus,False,False,True,Usage,False,False,0.433,security,staging,False,False,False,v3,False,v3,1.27,421.9575,False,False,88.7,12.0,False,True,reserved,False,MARKETING,OMEGA,False,False,False,False,True,False,-62.8,True
U00979,GCP-ACCT-037,2026-01-14T09:02:00Z,Database,CloudSQL-db.standard-2,43794.34,min,1919.62,pound,1.27,us west1,gcp-inst-284,devops,DEV,Refund,RI,Hr,Delta,48.8,67.3,,,v1,false,-96.3,GCP-ACCT-037,True,2026-01-14 09:02:00+00:00,False,False,CloudSQL-db.standard-2,False,False,Database,seconds,2627660.4,False,1919.62,GBP,False,False,us-west1,False,False,True,Refund,False,False,0.943,devops,development,False,False,False,v1,False,v1,1.27,2437.9174,False,False,48.8,67.3,False,False,reserved,True,HR,DELTA,False,False,False,False,True,False,-96.3,True
U08595,AZ-ACCT-023,garbage_ts,DATABASE,SQLDb_S2,21956.23,min,1759.19,gbp,1.27,southeastasia,az-vm-121,Platform,STG,TRUE,reserved,finance,Delta,82.3,20.5,,,v1,No,,AZ-ACCT-023,True,,True,False,SQLDb-S2,False,True,Database,seconds,1317373.8,False,1759.19,GBP,False,False,southeastasia,False,False,True,Usage,False,False,-0.203,platform,staging,False,False,False,,True,v1,1.27,2234.1713,False,False,82.3,20.5,False,True,reserved,False,FINANCE,DELTA,False,False,False,False,True,False,0.0,False
U09946,AZ-ACCT-027,2026-03-13T11:28:00Z,storage,Blob_Hot,4540.69,megabytes,$90.64,usd,1.0,centralindia,az-vm-129,security,stg,free,On Demand,finance,Delta,,,,,v3,0,-49.9,AZ-ACCT-027,True,2026-03-13 11:28:00+00:00,False,False,Blob-Hot,False,True,Storage,GB,4.4343,False,90.64,USD,False,False,centralindia,False,False,True,Free_Tier,True,False,0.877,security,staging,False,False,False,v3,False,v3,1.0,90.64,False,False,,,False,False,on-demand,True,FINANCE,DELTA,False,False,False,False,True,False,-49.9,False
U09828,AWS-ACCT-009,2026-0217 04:59,database,rds-db.m5.large,35919.07,hrs,966.02,Pound,1.27,ap-southeast-1,aws-ec2-035,frontend,staging,Billable,on-demand,ENGINEERING,beta,55.8,82.5,,,version2,No,,AWS-ACCT-009,True,2026-02-17 04:59:00+00:00,False,False,RDS-db.m5.large,False,True,Database,seconds,129308652.0,False,966.02,GBP,False,False,ap-southeast-1,False,False,True,Usage,False,False,0.559,frontend,staging,False,False,False,v2,True,v2,1.27,1226.8454,False,False,55.8,82.5,False,True,on-demand,False,ENGINEERING,BETA,False,False,False,False,True,False,0.0,False
